Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/Chain/PointsRewardText2	base	0	付费	Paid	Payé	Bezahlt	Pagado	Pago	Оплаченный	Pagato	有料	유급의	付費	Membayar											
Obj/Chain/PointsRewardButton1	base	0	领取	Claim	Récupérer	Einfordern	Reclamar	Reivindicar	Забрать	Riscatta	入手する	받기	領取	Menerima											
Obj/Chain/PointsRewardButton2	base	0	开通	Open	Ouvert	Offen	Abierto	Aberto	Открытым	Aprire	開ける	열려있는	開通	Dibuka											
Obj/Chain/PointsRewardTipsTitle	base	0	积分奖励	Points Reward	Points de récompense	Punkte Belohnung	Recompensa de puntos	Recompensa de pontos	Награда за очки	Premio punti	ポイント報酬	포인트 보상	積分獎勵	Poin bonus											
Obj/Chain/PointsRewardTipsDescribe	base	0	"1。积分达到150,300,900,1800,3750,6000,7500,9000,10500,12000可以领取相应档位的奖励；\n2。开通付费奖励可以获取更加丰富的奖励！"	"1.If the points reach 150,300,900,1800,3750,6000,\n7500,9000,10500,12000, you can receive the rewards of the corresponding gear; \n2.Open the paid rewards to get richer rewards!"	"1. Si les points atteignent150,300,900,1800,3750,6000,\n7500,9000,10500,12000, vous pouvez recevoir les récompenses de l'équipement correspondant ;\n2. ouvrez les récompenses payées pour obtenir des récompenses plus riches !"	"1. Wenn die Punkte150,300,900,1800,3750,6000,\n7500,9000,10500,12000 erreichen, kannst du die Belohnungen der entsprechenden Ausrüstung erhalten;\n2. öffne die bezahlten Belohnungen, um reichere Belohnungen zu erhalten!"	"1. Si los puntos alcanzan los 150,300,900,1800,3750,\n6000,7500,9000,10500,12000, puede recibir las recompensas del equipo correspondiente; \n2. ¡abra las recompensas pagadas para obtener recompensas más ricas!"	"1. Se os pontos chegarem a 150,300,900,1800,3750,\n6000,7500,9000,10500,12000, você pode receber as recompensas do equipamento correspondente; \n2.abra as recompensas pagas para obter recompensas mais ricas!"	"1. Если количество очков достигает 150,300,900,\n1800,3750,6000,7500,9000,10500,12000, вы можете получить награды соответствующего снаряжения; \n2. откройте платные награды, чтобы получить более богатые награды!"	"1. Se i punti raggiungono150,300,900,1800,3750,6000,\n7500,9000,10500,12000, puoi ricevere i premi dell'equipaggiamento corrispondente;\n2.apri i premi pagati per ottenere premi più ricchi!"	"1.ポイントが150,300,900,1800,3750,6000,7500,9000,10500,12000に達すると、対応するギアの報酬を受け取ることができます; \n2、有料の報酬を開いて、より豊富な報酬を獲得してください！"	"1.포인트가150,300,900,1800,3750,6000,7500,9000,10500,12000에 도달하면 해당 장비의 보상을 받을 수 있습니다.\n2.유료 보상을 열어 더 풍부한 보상을 받으세요!"	"1。積分達到150,300,900,1800,3750,6000,7500,9000,10500,12000可以領取相應檔位的獎勵；\n2。開通付費獎勵可以獲取更加豐富的獎勵！"	"1. Saat poin mencapai 150, 300, 900, 1800, 3750, 6000, 7500, 9000, 10500, 12000, Anda dapat menerima hadiah yang sesuai;\n2. Anda bisa mendapatkan hadiah yang lebih kaya dengan membuka hadiah berbayar!"											
Obj/Chain/QuitGameTitle	base	0	提示	Quit Game?	Quitter le jeu	Spiel beenden	Salir del juego	Sair do jogo	Советы	Esci dal gioco	ゲーム終了	게임 종료	提示	Petunjuk											
Obj/Chain/QuitGameDescribe	base	0	确定要关闭餐厅吗？\n或者试试我们的好友游戏？	Are you sure you want to quit?\nOr try our friend game?	Voulez-vous vraiment quitter le jeu ?\nOu essayez notre jeu d'amis ?	Möchtest du das Spiel wirklich beenden?\nOder probieren Sie unser Freundschaftsspiel aus?	¿Seguro que quieres salir?\n¿O probar nuestro juego de amigos?	Quer mesmo sair?\nOu tente nosso jogo de amigos?	"Вы уверены, что хотите закрыть ресторан?\nИли попробовать нашу игру друга?"	Confermi di voler uscire?\nOr try our friend game?	本当にゲームを終了しますか？\nまたは、友達のゲームを試してみませんか？	게임을 종료할까요? \n아니면 친구 게임을 하시겠습니까?	確定要退出遊戲嗎？\n或者試試我們的朋友遊戲？	Apakah Anda yakin ingin menutup restoran? \nAtau coba permainan teman kami?											
Obj/Chain/QuitGameButton	base	0	打烊	Quit	Quitter	Verlassen	Salir	Sair	Выйти	Esci	やめる	나가기	打烊	Penutupan											
Obj/Chain/QuitGameDescribe1	base	0	去玩玩	Play Now	Joue Maintenant	Jetzt Spielen	Jugar Ahora	Jogue Agora	Играть сейчас	Gioca Ora	今すぐプレイ	바로가기	去玩玩	Bermain											
Obj/Chain/MonthTitle	base	0	周卡	Weekly Card	Carte hebdomadaire	Wochenkarte	Tarjeta Semanal	Cartão Semanal	Еженедельная карта	Carta settimanale	ウィークリーカード	주간 카드	周卡	Kartu mingguan											
Obj/Chain/MonthDescribe1	base	0	长线返利，超高收益！	What a good deal!	Quelle bonne affaire !	Was für ein gutes Geschäft!	¡Qué buen trato!	Que bom negócio!	Какая хорошая сделка!	Che buon affare!	なんとお得！	좋은 거래!	長線返利，超高收益	"Rabat jangka panjang, pengembalian super tinggi!"											
Obj/Chain/MonthDescribe2	base	0	每天可获得:	Get every day:	Obtenez tous les jours :	Holen Sie sich jeden Tag:	Obtenga todos los días:	Receba todos os dias:	Получайте каждый день:	Ottieni ogni giorno:	毎日入手:	매일 받기:	每天可獲得:	Terima setiap hari:											
Obj/Chain/DairyTaskTitle	base	0	每日任务	Daily Task	Tâche quotidienne	Tägliche Aufgabe	Tareas diarias	Tarefa diária	Ежедневное задание	Compito giornaliero	毎日の仕事	일일 작업	每日任務	Tugas harian											
Obj/Chain/DairyTaskText1	base	0	完成订单	Order Completed	Commande Terminée	Bestellung Abgeschlossen	Pedido Completado	Encomenda Completa	Заказ Выполнен	Ordine Completato	注文完了	주문 완료	完成訂單	Pesanan lengkap											
Obj/Chain/DairyTaskText2	base	0	商城购物	Pop-up Shop	Boutique éphémère	Pop-up-Laden	Tienda emergente	Loja Pop-up	Еда на колесах	Negozio popup	ポップアップ・ストア	팝업 스토어	商城購物	Belanja mal											
Obj/Chain/DairyTaskText3	base	0	消耗体力	Energy Consumption	Consommation D'Énergie	Energieverbrauch	Consumo De Energía	Consumo De Energia	Энергопотребление	Consumo Energetico	エネルギー消費	에너지 소비	消耗能源	Menguras tenaga											
Obj/Chain/DairyTaskText4	base	0	购买能源	Purchase Energy	Acheter De L'Énergie	Energie Kaufen	Comprar Energía	Comprar Energia	Купить Энергию	Comprare Energia	エネルギーを買う	에너지를 사다	購買能源	Membeli energi											
Obj/Chain/DairyTaskText5	base	0	收集任务	Collect tasks	tâches de collecte	Sammelaufgaben	tareas de colección	tarefas de cobrança	задачи сбора	compiti di raccolta	収集タスク	수집 작업	收集任務	Tugas koleksi											
Obj/Chain/DairyTaskText14	base	0	完成每日任务不仅能获得丰富的奖励还能获得荣誉勋章的经验哦！	"Completing daily tasks can not only get rich rewards, but also experience Medal of Honor!"	"En accomplissant des tâches quotidiennes, vous obtiendrez non seulement de riches récompenses, mais vous ferez également l'expérience de Medal of Honor !"	"Das Abschließen täglicher Aufgaben kann nicht nur reiche Belohnungen bringen, sondern auch Medal of Honor erleben!"	"¡Completar tareas diarias no solo puede obtener ricas recompensas, sino también experimentar Medal of Honor!"	"A conclusão de tarefas diárias pode não apenas obter recompensas ricas, mas também experimentar a Medalha de Honra!"	"Выполняя ежедневные задания, можно не только получить богатые награды, но и испытать Medal of Honor!"	"Il completamento delle attività quotidiane non solo può ottenere ricche ricompense, ma anche sperimentare Medal of Honor!"	毎日のタスクを完了すると、豊富な報酬を得るだけでなく、名誉勲章を体験することもできます！	일일 작업을 완료하면 풍부한 보상을 얻을 수 있을 뿐만 아니라 메달 오브 아너도 경험할 수 있습니다!	完成每日任務不僅能獲得豐富的獎勵還能獲得榮譽勳章的經驗哦！	"Menyelesaikan misi harian tidak hanya akan memberi Anda banyak hadiah, tetapi juga pengalaman Medali Kehormatan!"											
Obj/Chain/BatterpassTitle	base	0	荣誉勋章	Medal	Médaille	Medaille	Medalla	Medalha	Медаль	Medaglia	メダル	메달	榮譽勳章	Medali Kehormatan											
Obj/Chain/BatterpassText1	base	0	完成每日任务就可以获取荣誉勋章的经验哦！	You can get the experience of Medal of Honor by completing daily missions!	Vous pouvez acquérir l'expérience de Médaille d'honneur en accomplissant des missions quotidiennes !	"Sie können die Erfahrung von Ehrenmedaille sammeln, indem Sie tägliche Missionen abschließen!"	¡Puedes obtener la experiencia de Medalla de Honor completando misiones diarias!	Você pode obter a experiência de Medalha de Honra completando missões diárias!	Вы можете получить опыт Медаль за отвагу выполняя ежедневные миссии!	Puoi ottenere l'esperienza di Medaglia d'onore completando le missioni giornaliere!	毎日のミッションを完了すると、名誉勲章を体験できます！	일일 미션을 완료하면 명예의 메달 경험치를 얻을 수 있습니다!	完成每日任務就可以獲取榮譽勳章的經驗哦！	Anda bisa mendapatkan pengalaman Medali Kehormatan dengan menyelesaikan tugas harian!											
Obj/Chain/BatterpassText2	base	0	倒计时:	Countdown:	Compte à rebours:	Countdown:	Cuenta regresiva:	Contagem regressiva:	Обратный отсчет:	Conto alla rovescia:	秒読み:	카운트다운:	倒計時:	Hitung mundur:											
Obj/Chain/BatterpassText3	base	0	购买	Unlock	Acheter	Besorgen	Comprar	Comprar	Купить	Acquistare	買う	구입	購買	Membeli											
Obj/Chain/BatterpassText4	base	0	超稀有	Rare	Rare	Selten	Extraño	Cru	Редкий	Raro	レア	희귀한	超稀有	Sangat langka											
Obj/Chain/BatterpassText5	base	0	稀有	Valuable	De valeur	Wertvoll	Valioso	De valor	Ценный	Prezioso	貴重	귀중한	稀有	Langka											
Obj/Chain/BatterpassText6	base	0	黄金	Gold	Or	Gold	Dorado	Ouro	Золото	Oro	金	금	黃金	Emas											
Obj/Chain/BatterpassButton	base	0	关闭	Close	proche	Nah dran	Cerca	Perto	Закрывать	Chiudere	近い	닫다	關閉	Penutup											
Obj/Chain/DairyTaskButton1	base	0	前往	Search	Continuez	Gehe zu	Seguir	Prosseguir	Продолжать	Continua	に移動します	이동	前往	Pergi ke											
Obj/Chain/DairyTaskButton2	base	0	已领取	Claimed	A reçu	Erhalten	Recibió	Recebido	Получила	Ricevuto	受け取った	받았다	已領取	Diterima											
Obj/Chain/DairyTaskButton3	base	0	完成	Complete	Complété	Abgeschlossen	Completar	Completar	Завершить	Completa	完了	완료	完成	Menyelesaikan											
Obj/Chain/PaidButton	base	0	已激活	Activated	Activé	Aktiviert	Activado	Ativado	Активировано	Attivato	アクティブ化	활성화	已激活	Diaktifkan											
